year,stint_x,tmID,GP_x,GS,minutes,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player,free_throw_rate_player,height,weight,awardPointsPlayers,GP_y,won_x,lost_x,win_percentage,effective_fg_percentage,turnover_percentage,free_throw_factor,rebounding_factor,points_per_game,points_allowed_per_game,playoff,stint_y,awardPointsCoaches
7,0,CHI,27,1,277,58,63,30,0.31746031746031744,0.4666666666666667,0.3333333333333333,0.3805774278215223,0.16606498194945848,0.036101083032490974,0.021660649819494584,0.061371841155234655,1.1333333333333333,0.3492063492063492,0.4666666666666667,73.0,195,0.0,34,5,29,0.14705882352941177,0.43057471264367814,0.17655414550473714,0.6982892690513219,0.9354594922575444,68.29411764705883,79.02941176470588,0,0,0.0
8,0,CHI,23,0,206,37,41,5,0.4146341463414634,0.4,0.16666666666666666,0.4282407407407407,0.15048543689320387,0.014563106796116505,0.009708737864077669,0.02912621359223301,0.6,0.4268292682926829,0.0,73.0,195,0.0,34,14,20,0.4117647058823529,0.4470794905577514,0.16424486010202505,0.6763485477178424,0.9851927542051864,74.26470588235294,76.79411764705883,0,0,0.0
2,0,PHO,7,0,123,41,36,12,0.3888888888888889,0.75,0.3333333333333333,0.49660852713178294,0.13008130081300814,0.04878048780487805,0.0,0.13821138211382114,1.0625,0.4444444444444444,0.75,66.0,140,0.0,32,13,19,0.40625,0.4316261879619852,0.19428888023718965,0.7308347529812607,0.9590627408663481,64.5,67.78125,0,0,0.0
3,0,PHO,32,4,619,193,164,60,0.38414634146341464,0.8,0.2878787878787879,0.506827731092437,0.09693053311793215,0.048465266558966075,0.004846526655896607,0.12762520193861066,1.0972222222222223,0.4420731707317073,0.8,66.0,140,0.0,32,11,21,0.34375,0.4462678665960826,0.190732167874764,0.7527881040892194,0.9662666840572149,65.34375,71.59375,0,1,0.0
3,0,PHO,32,4,619,193,164,60,0.38414634146341464,0.8,0.2878787878787879,0.506827731092437,0.09693053311793215,0.048465266558966075,0.004846526655896607,0.12762520193861066,1.0972222222222223,0.4420731707317073,0.8,66.0,140,0.0,32,11,21,0.34375,0.4462678665960826,0.190732167874764,0.7527881040892194,0.9662666840572149,65.34375,71.59375,0,2,0.0
8,0,PHO,4,0,31,7,5,2,0.0,1.0,1.0,0.5952380952380952,0.22580645161290322,0.0967741935483871,0.0,0.0967741935483871,0.3,0.0,0.0,66.0,140,0.0,34,23,11,0.6764705882352942,0.4979330301777594,0.15015015015015015,0.8169761273209549,0.8903083995358386,88.97058823529412,85.41176470588235,1,0,0.0
10,0,MIN,16,1,169,35,36,2,0.3888888888888889,1.0,0.3333333333333333,0.47451193058568325,0.15384615384615385,0.05325443786982249,0.0,0.11242603550295859,1.5833333333333333,0.4583333333333333,0.0,73.0,190,0.0,34,14,20,0.4117647058823529,0.4740806380150642,0.1651089139502549,0.7715404699738904,0.983276801876007,80.32352941176471,83.1470588235294,0,0,0.0
10,0,MIN,34,9,764,306,250,72,0.408,0.8333333333333334,0.34710743801652894,0.5431695541039477,0.08638743455497382,0.032722513089005235,0.011780104712041885,0.09424083769633508,1.0909090909090908,0.492,0.8333333333333334,67.0,139,0.0,34,14,20,0.4117647058823529,0.4740806380150642,0.1651089139502549,0.7715404699738904,0.983276801876007,80.32352941176471,83.1470588235294,0,0,0.0
3,0,IND,18,2,128,42,38,14,0.42105263157894735,0.7142857142857143,0.0,0.4755434782608696,0.2265625,0.0390625,0.0078125,0.0234375,0.21428571428571427,0.42105263157894735,0.7142857142857143,73.0,207,0.0,32,16,16,0.5,0.44986301369863013,0.17393376221110318,0.7844827586206896,1.0157635702227823,65.53125,66.53125,1,0,0.0
6,1,CHA,6,0,49,3,3,2,0.0,0.5,0.0,0.3865979381443299,0.10204081632653061,0.0,0.0,0.04081632653061224,0.5,0.0,0.0,75.0,175,0.0,34,6,28,0.17647058823529413,0.43073706220595925,0.19650622943112364,0.7163461538461539,0.9427663606364557,61.61764705882353,68.67647058823529,0,2,0.0
6,1,CHA,6,0,49,3,3,2,0.0,0.5,0.0,0.3865979381443299,0.10204081632653061,0.0,0.0,0.04081632653061224,0.5,0.0,0.0,75.0,175,0.0,34,6,28,0.17647058823529413,0.43073706220595925,0.19650622943112364,0.7163461538461539,0.9427663606364557,61.61764705882353,68.67647058823529,0,1,0.0
6,2,LAS,15,0,109,8,8,0,0.5,0.0,0.0,0.5,0.07339449541284404,0.03669724770642202,0.0,0.009174311926605505,0.2,0.5,0.0,75.0,175,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,1,0.0
6,2,LAS,15,0,109,8,8,0,0.5,0.0,0.0,0.5,0.07339449541284404,0.03669724770642202,0.0,0.009174311926605505,0.2,0.5,0.0,75.0,175,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,2,0.0
7,0,LAS,34,33,653,147,136,38,0.4338235294117647,0.7631578947368421,0.0,0.48127291775798847,0.15007656967840735,0.033690658499234305,0.013782542113323124,0.036753445635528334,0.8571428571428571,0.4338235294117647,0.7631578947368421,75.0,175,0.0,34,25,9,0.7352941176470589,0.4635535307517084,0.17517156316017374,0.743801652892562,1.0365147828651478,75.73529411764706,72.82352941176471,1,0,0.0
8,0,LAS,29,17,440,123,121,42,0.39669421487603307,0.6428571428571429,0.0,0.44092342988242045,0.2,0.013636363636363636,0.013636363636363636,0.04090909090909091,0.5454545454545454,0.39669421487603307,0.6428571428571429,75.0,175,0.0,34,10,24,0.29411764705882354,0.44251626898047725,0.18116171935479777,0.7862838915470495,0.9940396008916756,74.5,79.6470588235294,0,0,0.0
9,0,LAS,28,2,309,39,43,16,0.32558139534883723,0.6875,0.0,0.38968824940047964,0.14563106796116504,0.012944983818770227,0.016181229773462782,0.05501618122977346,1.0,0.32558139534883723,0.6875,75.0,175,0.0,34,20,14,0.5882352941176471,0.4579626334519573,0.19170860292355618,0.7517433751743375,1.048432957942925,76.41176470588235,74.20588235294117,1,0,0.0
10,0,IND,31,9,613,148,121,46,0.47107438016528924,0.7391304347826086,0.0,0.5239308977626734,0.1566068515497553,0.03099510603588907,0.009787928221859706,0.022838499184339316,0.4375,0.47107438016528924,0.7391304347826086,75.0,175,0.0,34,22,12,0.6470588235294118,0.450497287522604,0.17289433583829333,0.82171581769437,0.9975361660541493,76.6470588235294,73.55882352941177,1,0,0.0
6,0,NYL,24,0,182,22,23,9,0.391304347826087,0.4444444444444444,0.0,0.40801186943620177,0.14835164835164835,0.054945054945054944,0.0,0.1043956043956044,0.76,0.391304347826087,0.4444444444444444,69.0,165,0.0,34,18,16,0.5294117647058824,0.5010752688172043,0.18012538598296995,0.8188405797101449,0.9407229118400928,68.11764705882354,67.20588235294117,1,0,0.0
7,0,NYL,34,29,952,208,201,51,0.3383084577114428,0.7254901960784313,0.3645833333333333,0.46544933762978874,0.15126050420168066,0.06407563025210083,0.01050420168067227,0.12815126050420167,1.876923076923077,0.4253731343283582,0.7254901960784313,69.0,165,0.0,34,11,23,0.3235294117647059,0.4494925084581924,0.19651995905834185,0.7876923076923077,0.9385274756880456,69.76470588235294,78.11764705882354,0,0,0.0
8,0,NYL,34,33,1163,327,289,58,0.4117647058823529,0.5862068965517241,0.4074074074074074,0.5198397558183899,0.11865864144453998,0.0644883920894239,0.004299226139294927,0.14015477214101463,1.6464646464646464,0.5069204152249135,0.5862068965517241,69.0,165,0.0,34,16,18,0.47058823529411764,0.47508385241974127,0.20716268363685603,0.7413793103448276,0.9311528295782643,70.97058823529412,73.55882352941177,1,0,0.0
9,0,NYL,29,29,809,154,161,24,0.3416149068322981,0.8333333333333334,0.2891566265060241,0.44882256936348797,0.138442521631644,0.054388133498145856,0.004944375772558714,0.1631644004944376,1.7142857142857142,0.4161490683229814,0.8333333333333334,69.0,165,0.0,34,19,15,0.5588235294117647,0.48039667896678967,0.18219243784806416,0.7503828483920367,0.9728434013081955,75.67647058823529,74.6470588235294,1,0,0.0
10,0,NYL,34,32,941,215,233,48,0.33476394849785407,0.6875,0.26,0.42302849047694,0.13283740701381508,0.07013815090329437,0.0021253985122210413,0.14133900106269925,1.705128205128205,0.3905579399141631,0.6875,69.0,165,0.0,34,13,21,0.38235294117647056,0.47370848708487084,0.18300821009207707,0.7869415807560137,0.9502980948766021,73.88235294117646,74.55882352941177,0,1,0.0
10,0,NYL,34,32,941,215,233,48,0.33476394849785407,0.6875,0.26,0.42302849047694,0.13283740701381508,0.07013815090329437,0.0021253985122210413,0.14133900106269925,1.705128205128205,0.3905579399141631,0.6875,69.0,165,0.0,34,13,21,0.38235294117647056,0.47370848708487084,0.18300821009207707,0.7869415807560137,0.9502980948766021,73.88235294117646,74.55882352941177,0,2,0.0
8,0,MIN,19,0,87,21,26,8,0.2692307692307692,0.75,0.125,0.3556910569105691,0.1724137931034483,0.034482758620689655,0.0,0.04597701149425287,0.5714285714285714,0.28846153846153844,0.75,70.0,145,0.0,34,10,24,0.29411764705882354,0.4469214437367304,0.17462708867694302,0.787833827893175,1.0433578658038265,77.52941176470588,80.94117647058823,0,0,0.0
9,0,MIN,16,0,125,48,47,27,0.3191489361702128,0.5555555555555556,0.3333333333333333,0.4076086956521739,0.12,0.032,0.024,0.04,1.6666666666666667,0.35106382978723405,0.5555555555555556,70.0,145,0.0,34,16,18,0.47058823529411764,0.45918367346938777,0.1495962169905805,0.7546296296296297,0.9840551195289471,81.38235294117646,80.02941176470588,0,0,0.0
3,1,MIA,5,3,83,28,25,10,0.32,1.0,0.2222222222222222,0.4761904761904762,0.08433734939759036,0.08433734939759036,0.0,0.12048192771084337,0.9090909090909091,0.36,1.0,71.0,167,0.0,32,15,17,0.46875,0.45177801724137934,0.17236187276127682,0.6975425330812854,0.9726177137703932,63.9375,65.25,0,0,0.0
3,2,MIN,26,20,653,196,172,53,0.36627906976744184,0.8301886792452831,0.38235294117647056,0.5017407331558469,0.11638591117917305,0.03522205206738132,0.013782542113323124,0.11944869831546708,1.054054054054054,0.4418604651162791,0.8301886792452831,71.0,167,0.0,32,10,22,0.3125,0.4563380281690141,0.20677632196128712,0.6626297577854672,1.0182779952371828,62.59375,65.75,0,1,0.0
3,2,MIN,26,20,653,196,172,53,0.36627906976744184,0.8301886792452831,0.38235294117647056,0.5017407331558469,0.11638591117917305,0.03522205206738132,0.013782542113323124,0.11944869831546708,1.054054054054054,0.4418604651162791,0.8301886792452831,71.0,167,0.0,32,10,22,0.3125,0.4563380281690141,0.20677632196128712,0.6626297577854672,1.0182779952371828,62.59375,65.75,0,2,0.0
4,1,DET,15,0,66,21,16,6,0.5,0.8333333333333334,0.0,0.5633047210300429,0.13636363636363635,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.6666666666666666,0.5,0.8333333333333334,71.0,167,0.0,34,25,9,0.7352941176470589,0.4812874251497006,0.20266126236633691,0.7074829931972789,1.0456613352127722,75.08823529411765,70.44117647058823,1,0,10.0
4,2,PHO,11,0,110,33,26,13,0.4230769230769231,0.8461538461538461,0.0,0.5201765447667087,0.17272727272727273,0.045454545454545456,0.03636363636363636,0.07272727272727272,0.8,0.4230769230769231,0.8461538461538461,71.0,167,0.0,34,8,26,0.23529411764705882,0.4100238663484487,0.16994011296227968,0.6816546762589928,0.9853547018448261,61.6764705882353,66.76470588235294,0,0,0.0
5,0,PHO,32,0,387,82,61,29,0.4426229508196721,0.8620689655172413,0.3,0.5558568329718004,0.07235142118863049,0.06718346253229975,0.023255813953488372,0.13695090439276486,1.5588235294117647,0.4672131147540984,0.8620689655172413,71.0,167,0.0,34,17,17,0.5,0.4797086368366285,0.17515250347285136,0.7625418060200669,0.9492291683342672,67.6470588235294,65.73529411764706,0,0,0.0
6,0,NYL,7,0,48,11,6,2,0.6666666666666666,1.0,0.3333333333333333,0.7994186046511628,0.14583333333333334,0.0,0.0,0.125,1.5,0.75,0.0,71.0,167,0.0,34,18,16,0.5294117647058824,0.5010752688172043,0.18012538598296995,0.8188405797101449,0.9407229118400928,68.11764705882354,67.20588235294117,1,0,0.0
7,0,LAS,34,33,634,206,145,66,0.4689655172413793,0.803030303030303,0.3469387755102041,0.5918179728797978,0.11198738170347003,0.052050473186119876,0.012618296529968454,0.10252365930599369,1.7105263157894737,0.5275862068965518,0.803030303030303,71.0,167,0.0,34,25,9,0.7352941176470589,0.4635535307517084,0.17517156316017374,0.743801652892562,1.0365147828651478,75.73529411764706,72.82352941176471,1,0,0.0
8,0,HOU,15,9,289,58,57,12,0.3684210526315789,1.0,0.26666666666666666,0.46563904945407836,0.08650519031141868,0.05536332179930796,0.006920415224913495,0.1522491349480969,1.375,0.40350877192982454,1.0,71.0,167,0.0,34,13,21,0.38235294117647056,0.4550953932061424,0.2042436210167654,0.768377253814147,1.0339985545809927,73.82352941176471,77.29411764705883,0,0,0.0
3,0,MIA,2,0,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,78.0,182,0.0,32,15,17,0.46875,0.45177801724137934,0.17236187276127682,0.6975425330812854,0.9726177137703932,63.9375,65.25,0,0,0.0
8,0,WAS,28,0,279,83,62,28,0.4838709677419355,0.8214285714285714,0.0,0.5583961248654468,0.27956989247311825,0.02867383512544803,0.021505376344086023,0.035842293906810034,0.5263157894736842,0.4838709677419355,0.8214285714285714,73.0,172,0.0,34,16,18,0.47058823529411764,0.441705069124424,0.18359184093422848,0.7961859356376639,0.9603196900692021,76.02941176470588,77.61764705882354,0,1,0.0
8,0,WAS,28,0,279,83,62,28,0.4838709677419355,0.8214285714285714,0.0,0.5583961248654468,0.27956989247311825,0.02867383512544803,0.021505376344086023,0.035842293906810034,0.5263157894736842,0.4838709677419355,0.8214285714285714,73.0,172,0.0,34,16,18,0.47058823529411764,0.441705069124424,0.18359184093422848,0.7961859356376639,0.9603196900692021,76.02941176470588,77.61764705882354,0,2,0.0
9,0,WAS,24,1,183,48,51,12,0.39215686274509803,0.6666666666666666,0.0,0.42643923240938164,0.2896174863387978,0.01092896174863388,0.03825136612021858,0.01092896174863388,0.16666666666666666,0.39215686274509803,0.6666666666666666,73.0,172,0.0,34,10,24,0.29411764705882354,0.45354293758798686,0.20830880717864197,0.6600910470409712,1.0306699538308728,69.6470588235294,76.5,0,2,0.0
9,0,WAS,24,1,183,48,51,12,0.39215686274509803,0.6666666666666666,0.0,0.42643923240938164,0.2896174863387978,0.01092896174863388,0.03825136612021858,0.01092896174863388,0.16666666666666666,0.39215686274509803,0.6666666666666666,73.0,172,0.0,34,10,24,0.29411764705882354,0.45354293758798686,0.20830880717864197,0.6600910470409712,1.0306699538308728,69.6470588235294,76.5,0,1,0.0
10,0,WAS,24,0,169,46,47,14,0.3617021276595745,0.8571428571428571,0.0,0.4326561324303988,0.21893491124260356,0.047337278106508875,0.005917159763313609,0.01775147928994083,0.1875,0.3617021276595745,0.8571428571428571,73.0,172,0.0,34,16,18,0.47058823529411764,0.4546485260770975,0.19112812826681108,0.7013301088270859,1.0434294345322384,76.02941176470588,77.11764705882354,1,0,0.0
2,0,POR,5,0,17,6,3,0,0.0,0.0,0.0,1.0,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,77.0,236,0.0,32,11,21,0.34375,0.4331041776837652,0.18795014058670514,0.7352941176470589,0.9520950113947397,65.25,68.8125,0,0,0.0
3,0,POR,5,0,16,1,1,2,0.0,0.5,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,77.0,236,0.0,32,16,16,0.5,0.4574577139928242,0.18312433139189352,0.7269503546099291,0.9691110243394507,68.59375,69.59375,0,0,0.0
4,0,LAS,1,0,21,0,2,0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,77.0,236,0.0,34,24,10,0.7058823529411765,0.45841121495327103,0.16160532541123396,0.7920353982300885,1.0187729554177738,73.5,71.52941176470588,1,0,0.0
1,0,UTA,22,3,291,99,69,20,0.5942028985507246,0.75,0.6666666666666666,0.6362467866323908,0.11683848797250859,0.013745704467353952,0.020618556701030927,0.020618556701030927,0.2,0.6086956521739131,0.75,75.0,207,0.0,32,18,14,0.5625,0.4757383966244726,0.19514994977758646,0.7708860759493671,1.0683431623456103,75.40625,75.21875,0,0,0.0
8,0,MIN,32,0,436,165,145,46,0.3724137931034483,0.8478260869565217,0.2727272727272727,0.49927378358750907,0.23853211009174313,0.04357798165137615,0.01834862385321101,0.0389908256880734,0.85,0.43448275862068964,0.8478260869565217,71.0,164,0.0,34,10,24,0.29411764705882354,0.4469214437367304,0.17462708867694302,0.787833827893175,1.0433578658038265,77.52941176470588,80.94117647058823,0,0,0.0
9,2,DET,13,3,122,33,40,6,0.3,0.6666666666666666,0.2631578947368421,0.3869606003752345,0.1721311475409836,0.04918032786885246,0.01639344262295082,0.05737704918032787,0.7777777777777778,0.3625,0.6666666666666666,71.0,164,0.0,34,22,12,0.6470588235294118,0.4610021786492375,0.15905796636693645,0.7473118279569892,1.069706376467787,78.58823529411765,74.17647058823529,1,0,0.0
9,1,MIN,2,0,5,2,5,0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,71.0,164,0.0,34,16,18,0.47058823529411764,0.45918367346938777,0.1495962169905805,0.7546296296296297,0.9840551195289471,81.38235294117646,80.02941176470588,0,0,0.0
9,3,WAS,2,0,11,2,3,0,0.0,0.0,0.0,0.3333333333333333,0.2727272727272727,0.0,0.0,0.09090909090909091,0.5,0.0,0.0,71.0,164,0.0,34,10,24,0.29411764705882354,0.45354293758798686,0.20830880717864197,0.6600910470409712,1.0306699538308728,69.6470588235294,76.5,0,2,0.0
9,3,WAS,2,0,11,2,3,0,0.0,0.0,0.0,0.3333333333333333,0.2727272727272727,0.0,0.0,0.09090909090909091,0.5,0.0,0.0,71.0,164,0.0,34,10,24,0.29411764705882354,0.45354293758798686,0.20830880717864197,0.6600910470409712,1.0306699538308728,69.6470588235294,76.5,0,1,0.0
10,0,IND,24,0,186,100,89,26,0.38202247191011235,0.8076923076923077,0.34375,0.49780963759458385,0.22580645161290322,0.03225806451612903,0.010752688172043012,0.053763440860215055,1.1111111111111112,0.4438202247191011,0.8076923076923077,71.0,164,0.0,34,22,12,0.6470588235294118,0.450497287522604,0.17289433583829333,0.82171581769437,0.9975361660541493,76.6470588235294,73.55882352941177,1,0,0.0
1,0,WAS,23,23,694,97,79,26,0.3924050632911392,0.8076923076923077,0.358974358974359,0.5362671384343211,0.09077809798270893,0.024495677233429394,0.011527377521613832,0.17002881844380405,2.1454545454545455,0.4810126582278481,0.8076923076923077,67.0,147,0.0,32,14,18,0.4375,0.4889685603971318,0.19663314317690764,0.6972318339100346,1.0125452520189362,68.0,69.40625,1,1,0.0
1,0,WAS,23,23,694,97,79,26,0.3924050632911392,0.8076923076923077,0.358974358974359,0.5362671384343211,0.09077809798270893,0.024495677233429394,0.011527377521613832,0.17002881844380405,2.1454545454545455,0.4810126582278481,0.8076923076923077,67.0,147,0.0,32,14,18,0.4375,0.4889685603971318,0.19663314317690764,0.6972318339100346,1.0125452520189362,68.0,69.40625,1,2,0.0
2,0,NYL,23,0,213,34,31,4,0.41935483870967744,0.5,0.5,0.518925518925519,0.04225352112676056,0.009389671361502348,0.014084507042253521,0.11267605633802817,1.0434782608695652,0.5161290322580645,0.0,67.0,147,0.0,32,21,11,0.65625,0.49945295404814005,0.17585513078470824,0.672,0.9576665748531725,67.5625,65.0625,1,0,0.0
3,0,SAC,24,8,409,34,44,16,0.2727272727272727,0.4375,0.21428571428571427,0.3330721003134796,0.07090464547677261,0.02444987775061125,0.009779951100244499,0.1784841075794621,2.3548387096774195,0.3068181818181818,0.4375,67.0,147,0.0,32,14,18,0.4375,0.42982005141388174,0.16962266396857517,0.7565084226646248,0.9419453125,67.6875,71.6875,0,0,0.0
10,0,CHI,26,5,320,97,95,8,0.4842105263157895,0.625,0.0,0.49228583028826634,0.171875,0.025,0.028125,0.01875,0.20689655172413793,0.4842105263157895,0.625,78.0,204,0.0,34,16,18,0.47058823529411764,0.4789325842696629,0.17894864308491315,0.7604617604617605,0.9617801506735619,75.67647058823529,79.20588235294117,0,0,0.0
1,0,DET,32,32,868,346,333,51,0.4744744744744745,0.5686274509803921,0.16666666666666666,0.4867206842223723,0.2154377880184332,0.026497695852534562,0.02534562211981567,0.04608294930875576,0.625,0.47597597597597596,0.5686274509803921,75.0,182,0.0,32,14,18,0.4375,0.4575757575757576,0.18810602081233407,0.7424892703862661,1.0081173057319845,72.84375,75.8125,0,0,0.0
2,0,DET,32,31,913,376,341,76,0.4574780058651026,0.7763157894736842,0.3333333333333333,0.502083110778763,0.18729463307776562,0.024096385542168676,0.03066812705366922,0.05366922234392114,0.6712328767123288,0.46480938416422285,0.7763157894736842,75.0,182,0.0,32,10,22,0.3125,0.44174503657262276,0.18789049530651053,0.7601476014760148,1.0057894736842106,65.71875,70.90625,0,0,0.0
3,0,DET,32,32,776,275,270,39,0.4666666666666667,0.5897435897435898,0.0,0.4788271346984259,0.20876288659793815,0.02190721649484536,0.015463917525773196,0.05025773195876289,0.6724137931034483,0.4666666666666667,0.5897435897435898,75.0,182,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,2,0.0
3,0,DET,32,32,776,275,270,39,0.4666666666666667,0.5897435897435898,0.0,0.4788271346984259,0.20876288659793815,0.02190721649484536,0.015463917525773196,0.05025773195876289,0.6724137931034483,0.4666666666666667,0.5897435897435898,75.0,182,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,1,0.0
4,0,DET,11,2,70,20,21,2,0.47619047619047616,0.0,0.0,0.4570383912248629,0.2,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.1111111111111111,0.47619047619047616,0.0,75.0,182,0.0,34,25,9,0.7352941176470589,0.4812874251497006,0.20266126236633691,0.7074829931972789,1.0456613352127722,75.08823529411765,70.44117647058823,1,0,10.0
5,0,IND,10,0,74,12,19,4,0.2631578947368421,0.5,0.0,0.2890173410404624,0.14864864864864866,0.013513513513513514,0.04054054054054054,0.05405405405405406,0.5,0.2631578947368421,0.0,75.0,182,0.0,34,15,19,0.4411764705882353,0.43460964694181997,0.17658600392413343,0.7758620689655172,1.080323795124361,64.6470588235294,66.02941176470588,0,0,0.0
7,0,HOU,11,3,127,35,35,6,0.45714285714285713,0.5,0.0,0.46493092454835283,0.23622047244094488,0.007874015748031496,0.007874015748031496,0.06299212598425197,0.8,0.45714285714285713,0.5,75.0,182,0.0,34,18,16,0.5294117647058824,0.48260247855100097,0.1910664614221286,0.7109144542772862,0.9872137480111769,73.73529411764706,72.02941176470588,1,0,0.0
8,0,SEA,4,0,58,10,14,0,0.35714285714285715,0.0,0.0,0.35714285714285715,0.1206896551724138,0.017241379310344827,0.017241379310344827,0.0,0.0,0.35714285714285715,0.0,75.0,182,0.0,34,17,17,0.5,0.48687782805429863,0.17431972789115646,0.813986013986014,1.0225004218780045,80.41176470588235,77.8529411764706,1,0,0.0
7,0,LAS,17,0,111,20,27,13,0.25925925925925924,0.46153846153846156,0.0,0.3056234718826406,0.23423423423423423,0.06306306306306306,0.07207207207207207,0.02702702702702703,0.5,0.25925925925925924,0.46153846153846156,74.0,170,0.0,34,25,9,0.7352941176470589,0.4635535307517084,0.17517156316017374,0.743801652892562,1.0365147828651478,75.73529411764706,72.82352941176471,1,0,0.0
1,0,CLE,14,14,443,185,164,24,0.40853658536585363,0.9166666666666666,0.4084507042253521,0.529903758020165,0.09255079006772009,0.033860045146726865,0.01805869074492099,0.05191873589164785,0.8518518518518519,0.4969512195121951,0.9166666666666666,74.0,178,0.0,32,17,15,0.53125,0.4811269146608315,0.20559461938245183,0.7473684210526316,1.0422930763950182,68.28125,66.3125,1,0,0.0
2,0,CLE,8,2,113,34,38,8,0.34210526315789475,0.625,0.2,0.40944123314065506,0.08849557522123894,0.017699115044247787,0.04424778761061947,0.07079646017699115,1.3333333333333333,0.3815789473684211,0.625,74.0,178,0.0,32,22,10,0.6875,0.4610169491525424,0.1822510467120926,0.7366336633663366,1.0236357316649287,62.625,55.875,1,0,10.0
1,0,DET,30,20,636,179,166,30,0.3795180722891566,0.8333333333333334,0.30434782608695654,0.4994419642857143,0.055031446540880505,0.04874213836477988,0.0015723270440251573,0.09276729559748427,1.0727272727272728,0.463855421686747,0.8333333333333334,68.0,136,0.0,32,14,18,0.4375,0.4575757575757576,0.18810602081233407,0.7424892703862661,1.0081173057319845,72.84375,75.8125,0,0,0.0
2,0,DET,22,15,407,95,94,8,0.3617021276595745,1.0,0.36538461538461536,0.4870795734208368,0.07125307125307126,0.051597051597051594,0.0,0.08353808353808354,1.2142857142857142,0.4627659574468085,1.0,68.0,136,0.0,32,10,22,0.3125,0.44174503657262276,0.18789049530651053,0.7601476014760148,1.0057894736842106,65.71875,70.90625,0,0,0.0
3,0,MIA,20,0,194,37,31,16,0.3548387096774194,0.6875,0.19047619047619047,0.48633017875920087,0.03608247422680412,0.041237113402061855,0.0,0.12886597938144329,1.9230769230769231,0.41935483870967744,0.6875,68.0,136,0.0,32,15,17,0.46875,0.45177801724137934,0.17236187276127682,0.6975425330812854,0.9726177137703932,63.9375,65.25,0,0,0.0
6,0,SAC,34,34,715,148,149,36,0.40268456375838924,0.6111111111111112,0.24,0.4489201650084931,0.09230769230769231,0.033566433566433566,0.012587412587412588,0.07692307692307693,1.4864864864864864,0.4228187919463087,0.6111111111111112,71.0,154,0.0,34,25,9,0.7352941176470589,0.4619838872104733,0.17836503474550877,0.6851595006934813,1.0588519869151582,68.5,61.55882352941177,1,0,10.0
7,0,CHI,27,11,648,176,155,80,0.33548387096774196,0.7375,0.2653061224489796,0.46267087276551,0.1095679012345679,0.05555555555555555,0.010802469135802469,0.08950617283950617,1.45,0.3774193548387097,0.7375,71.0,154,0.0,34,5,29,0.14705882352941177,0.43057471264367814,0.17655414550473714,0.6982892690513219,0.9354594922575444,68.29411764705883,79.02941176470588,0,0,0.0
8,0,SAC,34,34,696,219,197,78,0.3756345177664975,0.7692307692307693,0.3333333333333333,0.473370223067612,0.08908045977011494,0.04454022988505747,0.008620689655172414,0.06609195402298851,1.0952380952380953,0.4035532994923858,0.7692307692307693,71.0,154,0.0,34,19,15,0.5588235294117647,0.4415085817524842,0.1937959908652626,0.7677852348993288,1.0875856980609648,74.32352941176471,72.94117647058823,1,0,0.0
9,0,SAC,26,0,393,117,95,51,0.4,0.7647058823529411,0.2857142857142857,0.49812670299727524,0.089058524173028,0.07633587786259542,0.002544529262086514,0.07124681933842239,1.12,0.4105263157894737,0.7647058823529411,71.0,154,0.0,34,18,16,0.5294117647058824,0.4478925428439092,0.18878622698161107,0.7487745098039216,1.0366110080395794,74.8529411764706,75.61764705882354,1,0,0.0
10,0,SAC,23,0,336,68,70,18,0.37142857142857144,0.6666666666666666,0.3333333333333333,0.43634496919917864,0.08928571428571429,0.05357142857142857,0.008928571428571428,0.11607142857142858,2.4375,0.4,0.6666666666666666,71.0,154,0.0,34,12,22,0.35294117647058826,0.4612579762989973,0.18806193162789497,0.7876344086021505,1.058373807105405,76.76470588235294,79.11764705882354,0,1,0.0
